FSTL1	ASPM
LAMB2	PRPS1
FNTA	ANP32B
HNF1B	MYO10
UMOD	PHEX
GPR25	NUP43
ZNF768	SOCS1
GTF2I	ANTXR1
KCNN2	CDH20
DGKE	LILRB4
DNAH3	SEH1L
RPS6KA1	FGA
PTPRM	SMC3
SSPN	RPL27
CNOT8	ITGB7
GORASP2	MAL
ADAM17	PPIA
CHRNA3	PRDM1
MYOG	SBF1
UBE2D4	ZSCAN16
CPNE1	C6
RPL37A	KLRK1
CPS1	LRIG1
NDRG4	RAB27B
PIAS4	MAN1B1
NCOA2	YIPF5
CFLAR	SIX6
WDR48	MYO1A
NRXN3	SIM2
PCDHGB6	CBX4
ACACB	SNAPC3
CDKN2C	PIK3CB
TRAK1	APP
PREPL	LRRFIP1
EIF4H	UBE2D3
FCGR1A	DBI
DLC1	NRTN
MAPK8IP3	ALPP
SPRY4	ZNF665
RPL11	DTX4
ETFB	DDX41
RAP2C	IAPP
GRAP	SHANK1
RORC	PKN1
MXD1	RECQL
NMU	STIM1
SEMA4A	IL6ST
RPL8	PRKACA
NUAK2	SHROOM2
AHSG	TARS
RBM39	CTDP1
IMP3	SERPINF2
ARHGDIG	PAIP1
RGS17	KCNQ4
SIRT1	TRAM1
CD164	GLRX
GFRA1	CTSL2
ZNF671	TDGF1
IL1B	RPL22
HAX1	DEK
REN	PLK3
ZKSCAN3	EGR1
HIST1H2BD	NPLOC4
VGF	TNFRSF10D
BMX	CA3
INPP4A	GNA15
RNF8	CSNK1G1
PTPRU	NGRN
ATP8B3	MDH2
HOXC8	GGA2
IL12B	OR1D5
PFDN4	NCOA4
PSMB3	ASH2L
NCAN	DSPP
RPS25	CBFA2T2
TESK2	MAP4K5
DNM1L	SORBS1
MTIF2	CDC42EP2
EXOC7	ELF1
TXN2	BTC
CLEC11A	PPID
TOLLIP	CHGA
TAF15	ACOX3
TRAPPC3	RPLP2
HAMP	SLC6A5
GRIA4	MED7
IDE	GRSF1
DLK1	IL5
NOD2	DHX38
SCMH1	CALCA
GPR68	IL15
HTR2A	AAK1
PRELP	HMMR
GYG1	PDK1
COL8A2	HYAL2
ZNF91	RBM28
ANXA7	TMED10
GAPDH	COPZ2
COX7C	SSRP1
BSPRY	FSTL1
PEX12	PARD3
PMP22	BMP8A
APC	EGR4
TLR2	CRYAA
NPBWR2	HMGN2
INADL	PSAP
GPX1	PRKCQ
SNAPC3	ZNF14
GNA12	TNKS
LIMK1	GNB5
CDC42EP1	CLCN2
B4GALT5	VPS45
PIGC	PKP2
LRAT	RORA
IL18R1	PPP2CA
MMP19	KIF5B
AKAP11	SIGLEC1
BCL10	TUBB6
GLB1	PPFIA2
DTX3	ADCY8
ACCN3	GMFB
MOCS2	BCL7A
HCRT	PAX5
SULT2B1	C1QA
REG3A	B3GAT3
SEPT6	ZNF259
MMP10	RAD51L1
MGRN1	KSR1
TCN2	CEP55
ME1	IRX5
CHRNG	VIM
IVL	IKZF1
CALM1	EBNA1BP2
CYFIP2	HSD17B10
CKM	ATP7A
MAP3K11	ESRRG
CEBPE	PCDHGA8
ESR2	IL24
OLIG2	RRAGC
AGTR2	PPP6C
DNAI2	NRXN1
PZP	TBRG4
RPS9	PDE1C
SIVA1	KCNB2
CD3E	TCEAL2
APRT	RHAG
GPS2	RARB
AMIGO2	DAAM2
RALBP1	HSF4
EVPL	HEY1
ITIH4	EIF2S3
PIM2	FURIN
GJA5	RET
HGF	ARFGEF2
EPHB4	MAST3
SOX18	NMBR
SERPINA10	HTR1E
INSIG1	TRAF3IP3
CDK3	DCTN3
ARL8B	ADH1C
CAPZB	SEC14L3
PDE4A	RNF34
SATB1	TBL3
PPM1D	HIST1H2AG
VPS45	FCGR2C
TP53BP2	DAZ4
GINS2	PSMD10
CYP1B1	CDC42EP1
CACNA1G	TUBA3C
VGLL4	ZNF292
ROS1	ARPC3
BRWD1	LMAN1
BMP8B	GZMA
SLC6A3	CCL11
APC2	CTNNBIP1
ZBTB17	AK2
C9	CDC42BPB
PVR	VPS35
LTA4H	PRKAR2A
ARTN	PGLS
MAGEA4	TDP1
IFIT3	LILRB2
PDE3B	SSBP3
GNRH2	BNC1
PGK1	KIF1C
CCL13	GRM5
MLXIP	ENPEP
PLOD1	TULP2
GPAA1	EMP3
RRN3	IL1R2
RYR3	SUMO3
VAMP2	IL16
XPNPEP2	SLA
PDE6A	ETS1
FIBP	USP34
SPIB	GJA3
TBCB	JUND
DHCR24	TFRC
ADRA2C	SCFD1
MEF2D	MYF6
MYO1B	SMPD1
VAMP8	PPP1R9A
ANKRA2	CACNA1H
TLX3	SOHLH2
PANX1	QARS
FGL2	UCHL3
WASL	HTRA2
CEP70	UBE2Q1
DCHS2	PTGER2
RNF25	API5
CYBA	SLC1A1
ARHGAP11A	SFTPD
PLAU	CLDN10
MATK	IMPDH1
EHF	TRIP4
CTNND2	EIF4B
PTEN	MECP2
ANXA1	CPT1B
ZNF189	ZNF771
GUCY1A3	NUP50
SETD2	TRA@
TICAM1	PEX12
PACSIN2	POLG
SERPINB5	PSMB8
TFDP3	IMPA1
PLCB2	SAR1B
RFX5	ATG12
HLTF	PLCB1
PTPN18	UBB
KCNF1	PHF10
NDUFA6	RBPJ
PKP1	PIP5K1B
HMG20B	CCL21
SLC22A4	CHD7
VCPIP1	TCEB1
BAI3	APAF1
ASCL3	CD164
NOSIP	GPR4
TRIM23	CD34
ARL1	DIXDC1
CDK5RAP2	AAAS
CD1D	AKAP5
EIF3B	MYH7
PAX4	RGS3
BIK	BATF
ALOX5	TNNT1
CEP135	PRPF8
TRIM22	GPNMB
RNASE6	NPR2
GJA1	WNT5A
TAS2R10	IFNW1
FASN	CEP290
TAF7	SERPINB2
GK2	ALDOC
ZNF219	MAGOH
AMBP	SF3A2
CD33	IL5RA
RAB3GAP1	CD48
CCBP2	DTNA
TGM2	CEP192
STAM	ABL1
ZNF202	TIMM8A
ACTL6A	RCAN1
POU3F4	SPOCK2
ARHGEF7	BCL2L10
TBK1	RPE65
PKD2	PYCARD
STX2	SOX2
ACTL7B	PSMB7
RPL29	PMPCA
NR1H3	PRKAG1
SQSTM1	UGCGL1
BIN3	RPN1
DEFA4	HMGB1
HPS6	IFT88
ZNF197	ABCA2
MAN2A2	HLA-E
PTOV1	NARG1
KCND1	EIF2AK2
PTPN11	EDN3
ZNF274	FPR1
ATF3	EIF2B2
UCHL1	CD70
NPHP1	BCL2L2
PLK1	GOSR1
DAB1	APOD
MLL	GPR50
ATP8B2	CD36
BTG1	MLH3
DPP4	AP3B2
NPPB	ECSIT
APOC3	SRP54
ZNF148	PRKRIR
CNOT4	LRPAP1
ZNF141	IL18RAP
IKZF1	HPS5
PSMC2	FARSA
GGA3	DNMT3A
OR2J2	CD72
KCNA2	BCCIP
ZNF749	GTF2H5
BRMS1	VDAC1
THOC2	TUBGCP2
LGALS1	PI4KB
TAF1B	UNG
CASP10	PLA2G2F
COL15A1	IL1RL1
ALK	RAC3
GAN	DNTT
PCMT1	RAE1
VAMP1	TNFRSF13B
SRI	SIPA1L1
HDAC5	PDK3
HLA-E	TP53I3
FLT3LG	DIRAS3
ATP1B1	HIF1A
AFG3L2	ZNF16
LILRB4	PDC
ARNT	RBM14
CDKN1B	PLOD2
FOXC1	TFF1
SEMA3A	CDC16
BTRC	IL20RA
STEAP3	REEP5
TRIM3	TRPV6
CABP5	SRCAP
ABCA1	MMP27
FGG	HEXA
PQBP1	CACNA1B
REST	CDC23
THBS3	FBXL7
EVI1	HCN3
MUC1	RABGGTA
DYNLT1	CD28
IGSF1	APOF
TEAD3	COX7C
ATP13A3	FCER1A
C3AR1	GSTM4
EFNA4	RHOBTB1
TWF1	CRYAB
MYH9	DTX3
LBP	EDNRB
BDKRB2	TGFBR3
HSD17B4	OSBPL2
SEC31B	YEATS4
IDH2	CHMP2A
AICDA	ZNF180
RAP1GAP	SHC3
DCLK1	CTBP2
MEF2A	ACD
ASF1B	APBB2
ADAMTS9	PRNP
COPZ1	EIF5A2
SLC4A3	LY96
TAF2	MAP3K11
KATNA1	SEC24D
STIM1	FAF1
FOXD3	BRMS1
TBX2	NACAP1
RPS4X	RYR1
PODXL2	CD53
RPS3	GPR63
RAI14	DCTN1
SRPK3	MPDZ
TNNI3	KIF5A
REC8	NEK1
HOXB3	UBE2D2
SGCB	SCGB1D2
FRAT1	ZNF74
CLP1	ERCC4
TSC22D3	ZNF124
ARHGEF2	PCBD1
PRKD3	MS4A1
CASP8	LAT
CFH	PIWIL2
TRO	DKK4
NRIP1	AMELY
BNIP2	PUF60
GJA8	ZNF611
FGF20	KIF3A
CASC3	ROBO3
ARF1	SMG6
KRT3	MFGE8
MOG	RAB3D
ATP7A	COL1A1
CCNG2	LHX1
ITSN2	AXL
HOXB13	DCHS2
MTMR8	CD40
PPP2R1B	SUMO4
CNN3	TFG
JAG1	SRPRB
CHGA	ARHGAP22
CACNA1B	GH2
PAPPA	SESN1
RHOA	POP5
TRH	DPAGT1
DCTN3	NEK4
ZWILCH	BIN3
CALCA	ILVBL
VPS41	HCFC1
CXCL11	ADAMTS5
ZNF639	RNF167
CACNG4	ADAMTS13
TNNC1	TP53
GFI1B	CBX7
SMC4	DNAJB1
ZNF771	FOSB
RGS19	FSHR
SFRS3	DNASE2
HLA-DQB1	KLK7
NRAS	CD63
FBXW2	ZNF93
SIX3	PDE4C
OGG1	BRAF
HDAC9	SORL1
DNAJC3	TACSTD1
LITAF	PROS1
ZNF410	TBR1
APLP1	EIF4H
AFP	UFC1
OR7A5	MLN
DLX4	PKP1
ZW10	HOXB6
TUBA1B	TIAL1
CRY1	RNPS1
OR1D2	RPS27
PHOX2B	CACNA2D2
SCAND1	MPST
MYT1	DYNC2H1
PPP3CC	PTPRZ1
GOLGA1	DAZL
ZBTB43	PFKP
VAPA	TLR8
SLC34A1	EP400
STAP1	SLC10A2
PIK3R3	TFAP2B
DLX6	NR2C2
BRF1	HGFAC
CCL27	RPS16
PFN2	PSMB6
MYBPH	ZNF354A
COG2	PSMD4
PPP1CC	MYH8
TARS	LIMS1
ARHGAP28	ALDH3A2
TRAPPC2L	TRAF5
KCNB2	PDE1A
RPS2	UBTF
FBXW4	HSPB2
WT1	CRMP1
SNRPE	ABLIM3
STK38L	PFKFB2
IL13RA2	ST8SIA3
DDX42	BUB1B
TXNRD2	PLXNA2
TNFRSF4	CCRN4L
MTHFD2	LGI1
KSR1	BCAM
OAS3	BAG3
VPS39	FBLN2
LIMA1	RPL3
GABRB1	GABRA3
ZXDA	TIAM1
MORF4L2	CAB39L
FBLN1	MOXD1
PRKAB2	IFNAR1
AFF4	ITGA9
HSPB2	CSF2
ZNF76	ZHX3
RAF1	ZBTB33
SUB1	PLA2G4A
ZIC1	MPZ
KLRK1	KCNE2
LYST	TBCA
UBE2M	PDGFRA
P2RX5	WASF3
NCR3	PSMC3
HLA-DPA1	KLHL2
SNX4	PDZD2
CCR2	DYRK1B
ZYX	PDX1
NACAP1	ZNF668
DRD2	DR1
COPS2	JMJD6
SOX3	MRPL23
LMOD1	MTTP
FCER1A	SKIP
CALR	KCNAB1
HIGD1A	KLF10
ADRA1B	ATP8A1
SNRPD1	MYO1D
LTB	STAP1
NEU3	ZNF226
NCAPG2	SOX5
KCNMB1	CLDN14
DES	PGAP1
BZW1	PROP1
ITGAV	RAB13
ZNF221	ORC2L
PIP5K1A	COL4A6
PCNA	ZBTB17
RBBP4	RBM25
REV3L	SLCO1B3
PHKA1	RIT2
PRKAR1A	TOM1
ATG5	SNTB1
RAD52	S100A6
RGS7	YWHAQ
ARL17	GNB3
GM2A	POU2F1
ETV4	TUBB
MPP1	CENPT
CD2AP	FABP1
CCL20	GK3P
ZFP30	CHRM2
MYH10	SERPINB3
CTBP1	GABBR2
OR10J1	ARHGEF11
DNAJA1	ZSCAN2
LOR	MTX1
PRKX	SMARCC1
ARG1	INHBE
KIF5A	RNF4
PCTK1	PRPF4
NSL1	PDIA4
ASCC2	CYP7B1
KIF2C	CDC37
PSENEN	HSPB7
RAB11FIP3	CYP11A1
HBD	KCNH4
PCK1	F11
NPR3	GAN
IRAK3	TARBP2
MYO5A	USP8
ADAM10	SPARCL1
OBFC2B	HLA-DQA1
LIPA	LTBR
NAP1L4	PCBP4
GNG4	NSF
TBKBP1	STK10
CAMLG	GPX5
ZNF167	MMP8
VWF	NDUFB11
VTN	IFNAR2
BAD	CSH1
TPM1	OR10C1
PDS5B	CEL
DHTKD1	PBX1
CRIM1	CCNH
SH3GLB2	EVL
SFRS2IP	AURKB
FLNB	DAPK1
NRG2	PSMD9
IL15	KEAP1
SPTBN5	POLR1D
LAT2	CDC27
SLCO1A2	MLX
LIG4	DVL2
BMP4	POU2F2
ECSIT	KRT19
VSIG4	PHKA1
DIRAS2	CDC25C
TXNL1	HTR1D
MC1R	UGT2B17
OBSCN	HLA-DPB1
GBA	EVPL
PNRC1	DLX4
PPIA	SCARB2
VDAC1	MYCBP
CLDN17	CGGBP1
TRIB1	IRS2
MED6	PCF11
TXNDC5	APBA2
CD46	AEBP1
ICOSLG	P2RX5
RGR	IL8
DSG1	HRH2
CCK	LRRC41
SIT1	TWF1
RPH3AL	PACSIN3
NXF1	SLC6A9
NHEJ1	PRKD1
TUBB3	ZNF223
SEC22B	CR1
S100A6	NCR2
CDKL2	JUNB
TINF2	RPL13A
SLC7A10	GFRA1
CYP4A11	ATXN7
SPRR1A	ZNF749
SCEL	FKBP1B
TES	SP140
RAB36	CNTN5
GRIA3	LDB3
ILF3	DHX9
NTRK3	LHX5
ZNF444	SF3B3
SGCG	PYROXD1
FBN1	RHEB
INHBB	PLOD3
RPS6KB2	IFIT1
ADRM1	SNX2
PEX6	F13B
BAT3	NUPL2
SCGB2A1	ATP1A3
RAB31	IL1RAP
AIP	ROBO4
DDX4	TRAF6
CTNNA3	PRPS1L1
AP3B2	CLIC2
LAMA5	CDK5RAP3
AKAP4	FGF17
ZNF292	ZNF702
ARNTL	RPL19
CTCF	HIRA
CCL2	TLN2
SNTB2	PFTK1
KPNA1	DGKB
KRT81	ABAT
CCND3	NOV
S100A11	RASA1
LAMC1	EHHADH
M6PR	SYT1
CLTC	IKZF3
CLASP2	MOCS3
SRP9	HNRNPC
EIF2AK3	MAGEA4
COL13A1	EPB41
PBX3	WIPF1
PVRL2	SGK3
ZNF629	ZFYVE9
NXT1	KLHL12
TROAP	GK
KCNA10	ARCN1
ANGPT1	GTF2B
MED23	VAMP8
RAN	MCTS1
SEMA6A	UFD1L
UFC1	IRAK4
GMEB2	DNAJA2
PSMD14	TSN
EEF1A1	KCNQ1
PDCD2	ICMT
MAST1	SR140
EPHA1	IFI27
HMGA2	B9D2
EIF4G1	ATXN2
ING2	CYCS
LTB4R	MLH1
UBE2D1	OR2B2
IDH3A	BCL3
LSM7	FXR2
CREB5	LRP2
ANGPT2	AKAP6
RANBP3	ADFP
DYRK1B	LILRA3
TMSB4Y	EDA
RBKS	GINS1
ITGA4	PIP
RIN1	CAPN2
SEC23A	TNFRSF1A
DNAJC6	GLYAT
CLOCK	UPK1B
MLX	STX2
PSMA4	SALL1
KIFC3	LUM
ROCK1	TP73
NCAPH	MMP7
TAGLN	LCT
PTPRK	CPM
ZNF45	CCKAR
ZNF329	TIMELESS
TK1	MAPRE1
TAX1BP1	RGS1
KLF1	PRDX6
NMUR1	FBLN1
KIR2DS4	DUSP3
KDR	ZNF304
DNM3	PMF1
GIT1	PURA
MMP28	PLN
MOXD1	COL1A2
ODF2	SLC30A5
TREX2	ATP1B3
EPB41	PSORS1C2
GZMH	COL9A2
PHF17	MERTK
CBLN1	CYP2J2
PRKRIR	MDFI
NUP98	KREMEN2
MED4	DUSP11
RMI1	RNASEN
PTPRS	NTF3
COTL1	COL4A2
CLDN15	EIF4E2
GUCA2B	ZNF549
TNC	RAPGEF4
DLG2	PRDM2
ITGB1BP1	EVI5
BRAP	GRM2
PPP1R12B	ATG5
SOCS7	MKI67
MARCKS	ELAVL3
RFC2	FBXO34
SH2D3A	SAP30BP
PPARA	OAZ3
DVL3	SH3GLB1
ADFP	PTEN
KRIT1	ELAVL2
LEFTY2	SP110
SERTAD3	CORO2A
RORA	CRYBB2
PTPRD	PPP2R1B
PIAS2	ZNF117
MYH15	CD163
CRX	PRDX2
PLK2	EGFL7
EIF1B	FIP1L1
PRIM1	NAT1
CRYAA	ADH1A
PLEK2	BRCA1
BACE1	ADORA2B
TG	CFP
MAPKAPK5	ARG1
DGKG	UBA52
RBP4	CDH3
TFB2M	RNASEL
ATP5O	ID4
SP100	CD69
CPSF1	JARID1A
S100A4	NPPC
BTC	SMARCA1
MAP2K5	TEAD3
NUP188	FGL2
RPS20	PVRL2
LAMB1	MCHR1
IGF2	PFDN6
ATAD2	SNW1
CD80	NCR3
GPR77	FEN1
HTR1B	DNTTIP2
DNMT1	ADRA2C
JMJD6	MEF2C
CTSL1	CACNG2
BRIP1	KLF11
SMARCD2	NOLC1
ELAVL4	SETD2
CDH9	BACH1
PPM1B	SEMA4G
SUV39H1	MIP
SLC7A5	TBX1
GZMA	TRPV2
T	ING4
NFIB	GMPPA
CAPRIN1	TFAP2C
ETFDH	PVRL3
KLK13	PTPRF
GSPT2	ATP2B2
MB	WNT2
LIFR	GPR77
KCNAB2	ZNF133
DMBT1	ARPC1A
EIF4A1	CARD8
MXI1	PTK2
SPTLC2	HTR1F
TSEN2	NRXN3
MAGI2	PLXNC1
NLRP2	POLD1
NELL1	KIF18A
MAP3K2	LST1
ADORA1	AMFR
SYMPK	KCNH1
CLINT1	NRIP2
SEMA6C	RSRC1
POLE2	PRDM9
IL2	OSMR
TBPL1	CHUK
STX12	TRIM26
PLCL1	GOLPH3
DDIT3	ACTN3
CASC5	FCER1G
HOMER1	COG5
CDH1	ADD2
CCDC101	ACACB
EDA	EIF2AK1
SAP18	CITED1
CALML3	PIGH
CHRNA4	BCR
IFIT1	DUT
HSPA5	SERPINA10
SERPINB6	PTPRS
JUNB	CX3CL1
SCN2A	COPS2
ZKSCAN5	REL
WNT7A	RGS20
RALA	ABLIM1
CAD	GH1
SAP30	IL13
DOCK10	CIR
XPA	BICD2
FAIM2	PPARA
SPDEF	PTCH2
IRF5	RPS14
PFDN6	BDKRB1
RPA1	FZD4
TROVE2	PIAS1
ACTR1B	RGS5
EEF1E1	VGF
MSX1	NOX3
MICB	FABP2
ST8SIA3	RAB9A
MYL7	C8A
NCR1	PDE4A
CD52	DEFB1
KHDRBS3	MEGF9
PMS2L5	RPS2
UBE2E1	PTPRO
AP4S1	CACNB4
GEMIN7	CFB
UBA52	PPP3CA
PPIF	RPS25
RIPK1	UCP1
COL14A1	CD2
ATP8A1	SPARC
RECK	CYP1A1
CXCL9	CHIA
ABAT	TOPBP1
VPREB3	PDHA2
FGF18	USP11
LHX6	AKAP7
JARID2	CNR2
SPINT1	CORO1A
NCBP1	ELMO1
SSX1	MYL1
CELSR1	PREB
SLC9A1	SET
CHRND	GATA1
ELSPBP1	BLZF1
SRPRB	FRYL
FOXF1	MYO1F
TPO	CDK6
LTF	MID1IP1
DNAJB9	OPRM1
PAFAH1B2	COX6A1
TNN	DSG3
AGRP	VAMP3
PRPF18	DCP1A
CD81	UCN
MYH7	ALOX5
TIMM8B	PGD
SH2B3	SRP72
KIF1C	SOX9
PAPSS1	LEFTY2
NEUROG2	CFD
CABP2	ZEB2
H1FX	RNPEPL1
ELF2	SUCLG2
HOXA4	MYL2
SEMA3D	EIF4G1
AP3D1	EPHB6
GLYAT	FLT1
MC5R	FLG
TGFA	H2AFY
DDX54	RASGRP1
MMP17	GML
NXF3	TSNAX
MYL5	HOXA7
KIF15	EIF1
PRLR	HLA-F
AP3S1	COL18A1
CHIA	ST8SIA4
FGFR1OP	SPN
MED28	F7
PTPRA	MRAS
HSF1	AQP6
DR1	OPRL1
HOXA9	SMG1
HIF1AN	CSF3
NCKIPSD	DOK1
POLR2H	CLEC3B
ABCG5	JMJD1B
PCDHA3	RPL38
DSG3	CTDSPL
ZNF180	SEL1L
BUB1B	SOS2
JMJD1C	COL19A1
NFKBIB	ADAMTS1
DKK1	PRKAR2B
CAPN5	SLC7A8
ZNF205	ZNF434
COX7A1	PEX1
PA2G4	RCOR1
MAGEA1	IMP3
NEDD8	RBCK1
NOTCH4	PPP1R13B
MAT1A	CASP10
ACIN1	PSMA7
NMI	PSMA6
RGS9	PAX4
RPL23	ASCL1
CNKSR1	ADRA1D
MPDZ	LPA
SDHC	OAS2
ATF6	UCHL1
OR1F1	GTPBP4
GBF1	RFX2
ITIH1	KCNJ3
ZC3H11A	ZNF557
EIF2AK1	DOC2A
CCR10	NFE2
MAP1B	NUP188
NVL	PCDHGB5
PKM2	S100A4
GGNBP2	ACTL6A
NUP54	HSPA2
PPFIBP2	RPS6KA3
VCAM1	KALRN
STAT2	CHRNA4
SEPT8	RUNX1
PTAFR	PCDHB6
REL	SND1
GNA14	MATN3
RNF40	HSPA1L
CR2	SART1
EWSR1	HUS1
PDCD11	S100A11
OR10H3	ZNF764
PCDHB1	MAGI2
ABP1	CYFIP1
CHRD	NUP85
PEX10	CDC7
KLC1	RAB23
NT5C2	P2RX2
NCALD	POMT2
AKAP13	MYB
FLG	TUBB4
IFNA1	CDT1
ACCN1	AP3S1
ZNF337	CHM
MTSS1	IL15RA
ADH1B	PTP4A1
DLD	PLSCR1
CDK5	HLA-DRA
PPFIA1	OFD1
HMMR	ZNF22
CUL2	SIPA1
RPS7	CA1
JAK3	PRKACG
HEY2	ROM1
FCER2	HCN4
GCG	FGF3
CXCL5	RPS3A
ARHGDIA	HIP1R
ARFGEF1	DYNLT1
AP1M2	NLRP2
TRAPPC4	MAP3K13
SPRR3	ID3
CETN2	CKS1B
LAPTM5	DLL3
NOLC1	KCNJ12
IARS2	XPC
PHLPP	MCM2
RGS10	HIST3H2A
CAB39L	FBP2
FSTL3	NR4A2
PTPN3	SMAD5
NPTX1	HBZ
NPY2R	NTRK3
SCAMP2	COPB1
OR1A2	TRAF3
SLC5A1	DOCK1
POFUT1	PHKG2
MLNR	DOCK3
EPHB6	GLS2
CXXC4	ITGA5
JARID1C	DUSP21
TJP2	AFG3L2
SERINC1	TBKBP1
LILRA3	TOLLIP
KRT10	STX11
CCT5	ADORA2A
ARF3	HIST1H2BM
RAB27A	WNT11
PEX19	CIB1
EDN2	IL12RB1
PSMD7	NNMT
UQCR	RGS16
SSX2IP	ZNF193
PPP1R3C	ZFP36L2
LRP4	GPLD1
C4BPB	ARPC5L
ARL15	ZMIZ1
POMT2	STMN3
ZNF253	NPTXR
SOX11	JMJD1C
SEP15	NEK11
BMPR1B	FUT4
ABLIM3	CDV3
CENPC1	IL10
LTC4S	EHMT1
SMARCA2	FANCF
PSMC3	RAB3B
ADH6	PTPN2
P4HB	FLI1
BRF2	MED25
RAMP2	LSM8
BCL11A	ATP5O
F11R	MT1X
PSMB1	GNG3
TXN	KLC2
VIPR1	SPG7
REM1	ARHGEF6
ACTA2	DHX16
FANCE	LIF
BECN1	CEP63
GMPS	STX17
ANKRD1	ATP5E
ATP6V1D	USP39
DDR1	IL10RB
ALDOB	MAP1LC3B
PTGS1	GGA1
DCC	NKX2-1
HOXD9	ZNF606
UBE3C	RASSF4
HOXC6	PCOLCE
MYST2	HIST1H1D
ARAF	RBBP7
PLA2G2E	COX8A
KLF10	SLPI
ASCL1	MYT1
HKDC1	CCT7
PHF10	PSMA1
PSME3	DCLRE1A
IFNA10	FZD3
NUP43	ETFA
NME3	SCAMP3
CHN1	SFRS11
RAG2	PLXND1
TMED1	SPAG5
VPS13C	SYNCRIP
METTL3	SP4
REXO2	HESX1
ANXA4	CD47
CA1	MKNK2
KCNJ15	MMP28
DHODH	PHYH
RPS14	OCRL
ATP2A2	GPC3
APBB1IP	PTN
ATIC	PITX2
ONECUT2	F5
ADAM15	MPP6
LGR4	SORBS3
STRN	CHRNB4
GAB1	FLNA
SNAI2	NCOR1
KCNN4	FRK
SNF1LK	HLA-DOB
DLEU1	PTMA
UBE2Q1	NDUFA9
ZMYM6	MCC
CYP2J2	PHKA2
FLNA	SEC31A
IL2RB	PROC
BAX	POU4F1
LRPAP1	PARD6B
CP	MAML1
RPL37	PCDHGA1
NCOA4	BCAP29
GORASP1	TRAPPC3
FKBP1A	ZHX2
FXYD3	TRIM3
CYP24A1	VCP
SMARCAL1	SON
NDUFS7	TCL1A
ZNF562	EIF2B4
USH1C	TLR4
SRF	CLK1
MAT2A	GYPA
TRPC3	HTR2A
SEMA4C	GATA6
SIN3B	ZNF506
KLRD1	ATP5F1
NDRG3	ATP5G2
SEMA3C	ANK1
VAV1	DNAJB4
CACNA1I	HOOK2
PDGFC	VIL1
TP63	DDX5
S100A13	CRTAM
ANXA11	ITGB4
CSF2RB	ESR1
DAZ4	SHH
ZNF358	DOHH
EIF2C4	OR3A1
RPS6KA3	FAU
PHF21A	STAG2
DACT1	COPS4
ATP5G1	PARP4
PAH	TCEA1
PTCH2	PCDHGA3
ERCC2	FZD1
EAF2	NEIL1
VPS13B	PYGB
DCLRE1C	SLCO1B1
PSMB9	TNFRSF1B
CDC2L2	SYNJ2BP
ADRBK2	PRDM4
HCLS1	ULBP2
CSF2	KARS
GPLD1	ABCB1
MMP9	NCAPG
RAB8A	KRT1
DHRS2	SIX3
SLC39A6	FHOD1
SNRPD2	ADCY2
RPS27	DUOX1
AQP7	PRKAR1A
CTSC	CDC2L5
